outcome = RunExecutor.execute(self) --> outcome = RunExecutor.execute(self, False)$2$2$1,0$1,0$1,0$00:00:06,630
return ID --> return None$107$105$0,9813084112149533$0,9813084112149533$1,0$00:00:06,247
if ID: --> if ID and c:$1$1$1,0$1,0$1,0$00:00:04,407
words.ID(DOWN) --> words.ID(DOWN)$5$5$1,0$1,0$1,0$00:00:05,627
return test --> return LT$1$1$1,0$1,0$1,0$00:00:04,349
self.stdscr.ID() --> self.stdscr.ID()$2$2$1,0$1,0$1,0$00:00:04,140
out = ID<0>._handle_response(response) --> ID<0>._handle_response(response)$8$8$1,0$1,0$1,0$00:00:06,389
ID('Executed specified command via WMI') --> ID('{}:{} Executed command via WMIEXEC'.format(self.__win32Process.get_target(),settings.args.port))$1$1$1,0$1,0$1,0$00:00:07,793
ID("Creating table reference") --> ID("Creating table [unicode_test] reference")$1$1$1,0$1,0$1,0$00:00:04,784
if ID: --> if ID or tools_env_vars:$1$1$1,0$1,0$1,0$00:00:05,563
ID<0>.highlight_columns(X_COLOR, Y_COLOR) --> ID<0>.set_color_columns(X_COLOR, Y_COLOR)$35$35$1,0$1,0$1,0$00:00:06,495
return self.ID --> return None$10$10$1,0$1,0$1,0$00:00:04,406
self.blob_write(ID) --> self.blob_writer.write(ID)$2$2$1,0$1,0$1,0$00:00:06,341
items = rcol.ID<0>() --> rcol.ID<0>()\nitems = rcol.items$5$5$1,0$1,0$1,0$00:00:06,081
ID<0>(0) --> sys.ID<0>(0)$6$6$1,0$1,0$1,0$00:00:06,287
ID<0>('Epoch %d' % epoch) --> ID<0>('Epoch %d out of %d' % (epoch, self.nb_epoch))$1$1$1,0$1,0$1,0$00:00:05,825
if ID: --> if ID and show("license"):$1$1$1,0$1,0$1,0$00:00:05,922
if ID<0>: --> if ID<0> or conf.settings['download_mirrors']:$1$1$1,0$1,0$1,0$00:00:06,026
ID<0>.to_gpu() --> ID<0>.to_device(device)$8$8$1,0$1,0$1,0$00:00:05,854
pg = p.ID<0>() --> pg = p.factory.ID<0>()$2$2$1,0$1,0$1,0$00:00:04,513
outcome = RunExecutor.ID<0>(self) --> outcome = RunExecutor.ID<0>(self, False)$2$2$1,0$1,0$1,0$00:00:06,594
return ID --> return LT$1972$1777$0,9011156186612576$0,9011156186612576$1,0$00:00:04,811
if ID: --> if ID and ID:$46$46$1,0$1,0$0,1111111111111111$00:00:07,060
ID.ID(DOWN) --> ID.ID(DOWN)$75$75$1,0$1,0$1,0$00:00:04,518
return ID.ID --> return LT$83$81$0,9759036144578314$0,9759036144578314$1,0$00:00:06,391
self.ID.ID() --> self.ID.ID()$735$727$0,9891156462585035$0,9891156462585035$1,0$00:00:06,674
out = ID<0>.ID(response) --> ID<0>.ID(response)$8$8$1,0$1,0$1,0$00:00:05,280
return ID.ID(LT) --> return ID.ID(LT)$677$673$0,9940915805022157$0,9940915805022157$0,5$00:00:12,125
ID.ID.ID(LT) --> ID.ID.ID(LT)$2033$2021$0,9940973930152484$0,9940973930152484$1,0$00:00:08,631
if ID: --> if ID or ID:$33$33$1,0$1,0$0,25$00:00:05,464
ID<0>.ID(X_COLOR, Y_COLOR) --> ID<0>.ID(X_COLOR, Y_COLOR)$74$74$1,0$1,0$1,0$00:00:06,537
return self.ID --> return LT$47$47$1,0$1,0$0,3333333333333333$00:00:06,292
self.ID(ID) --> self.blob_writer.ID(ID)$2$2$1,0$1,0$1,0$00:00:04,803
items = ID.ID<0>() --> ID.ID<0>()\nitems = rcol.items$5$5$1,0$1,0$1,0$00:00:05,967
ID<0>(0) --> ID.ID<0>(0)$8$8$1,0$1,0$0,3333333333333333$00:00:05,497
ID<0>('Epoch %d' % ID) --> ID<0>('Epoch %d out of %d' % (ID, self.nb_epoch))$1$1$1,0$1,0$1,0$00:00:07,233
if ID: --> if ID and ID("license"):$1$1$1,0$1,0$1,0$00:00:05,602
if ID<0>: --> if ID<0> or ID.settings['download_mirrors']:$1$1$1,0$1,0$1,0$00:00:04,795
ID<0>.to_gpu() --> ID<0>.ID(device)$8$8$1,0$1,0$1,0$00:00:04,319
pg = p.ID<0>() --> pg = p.ID.ID<0>()$2$2$1,0$1,0$1,0$00:00:04,944
outcome = ID.ID<0>(self) --> outcome = ID.ID<0>(self, False)$2$2$1,0$1,0$1,0$00:00:06,134
return EXPR --> return EXPR$28046$17830$0,635741282179277$0,8915$1,0$00:00:04,695
if EXPR: --> if ID and ID:$47$47$1,0$1,0$0,3333333333333333$00:00:05,808
while EXPR: <...> --> while EXPR: <...>$354$354$1,0$1,0$0,3333333333333333$00:00:05,649
return ID.ID(<...>) --> return EXPR$6839$6557$0,95876590144758$0,95876590144758$1,0$00:00:05,280
ID.ID.ID(<...>) --> self.ID.ID()$788$726$0,9213197969543148$0,9213197969543148$0,017241379310344827$00:00:06,949
ID = ID<0>.ID(<...>) --> ID<0>.ID(<...>)$541$428$0,7911275415896488$0,7911275415896488$0,14285714285714285$00:00:06,157
ID.ID(<...>) --> ID.ID()$6809$581$0,0853282420326039$0,0853282420326039$0,038461538461538464$00:00:06,613
ID.ID() --> ID.ID(<...>)$7130$1081$0,15161290322580645$0,15161290322580645$1,0$00:00:05,037
if EXPR: --> if ID or ID:$37$37$1,0$1,0$1,0$00:00:05,943
return ID<0>.ID(EXPR) --> return ID<0>.ID(EXPR)$1139$1135$0,9964881474978051$0,9964881474978051$1,0$00:00:08,672
return ID --> return ID(<...>)$327$312$0,9541284403669725$0,9541284403669725$1,0$00:00:06,788
ID.ID(<...>) --> ID.ID.ID(<...>)$1750$1448$0,8274285714285714$0,8274285714285714$0,5$00:00:05,654
ID = ID.ID<0>(<...>) --> ID.ID<0>(<...>)$353$302$0,8555240793201133$0,8555240793201133$0,14285714285714285$00:00:07,644
ID<0>(<...>) --> ID.ID<0>(<...>)$625$519$0,8304$0,8304$1,0$00:00:05,556
ID<0>(EXPR) --> ID<0>(EXPR % (ID, ID.ID))$326$32$0,09815950920245399$0,09815950920245399$0,0014727540500736377$00:00:06,077
if ID: --> if ID and ID(EXPR):$7$7$1,0$1,0$0,3333333333333333$00:00:05,380
if ID<0>: --> if ID<0> or EXPR:$48$48$1,0$1,0$0,5$00:00:04,757
ID<0>.ID() --> ID<0>.ID(<...>)$6706$899$0,13405905159558604$0,13405905159558604$1,0$00:00:05,836
ID = ID.ID<0>(<...>) --> ID = ID.ID.ID<0>(<...>)$1138$999$0,8778558875219684$0,8778558875219684$0,2$00:00:08,457
ID = ID.ID<0>(EXPR) --> ID = ID.ID<0>(EXPR, EXPR)$525$522$0,9942857142857143$0,9942857142857143$0,2$00:00:12,410
