ID = ID<0>.ID(<...>) --> ID<0>.ID(<...>)$541$228$0,4214417744916821$0,4214417744916821$0,16666666666666666$00:00:04,754
ID.ID(<...>) --> ID.ID()$6809$459$0,06741077985019826$0,06741077985019826$0,5$00:00:03,292
ID.ID() --> ID.ID(<...>)$7130$823$0,11542776998597476$0,11542776998597476$1,0$00:00:04,197
if EXPR: --> if ID or ID:$37$16$0,43243243243243246$0,43243243243243246$1,0$00:00:03,831
return ID<0>.ID(EXPR) --> return ID<0>.ID(EXPR)$1139$747$0,655838454784899$0,655838454784899$0,3333333333333333$00:00:05,029
return ID --> return ID(<...>)$327$193$0,5902140672782875$0,5902140672782875$0,5$00:00:04,381
ID.ID(<...>) --> ID.ID.ID(<...>)$1750$1097$0,6268571428571429$0,6268571428571429$0,5$00:00:04,744
ID = ID.ID<0>(<...>) --> ID.ID<0>(<...>)$353$172$0,48725212464589235$0,48725212464589235$0,16666666666666666$00:00:03,839
ID<0>(<...>) --> ID.ID<0>(<...>)$625$360$0,576$0,576$0,5$00:00:04,186
ID<0>(EXPR) --> ID<0>(EXPR % (ID, ID.ID))$326$31$0,0950920245398773$0,0950920245398773$0,0022172949002217295$00:00:04,349
if ID: --> if ID and ID(EXPR):$7$6$0,8571428571428571$0,8571428571428571$0,5$00:00:03,342
if ID<0>: --> if ID<0> or EXPR:$48$26$0,5416666666666666$0,5416666666666666$1,0$00:00:04,014
ID<0>.ID() --> ID<0>.ID(<...>)$6706$692$0,10319117208470027$0,10319117208470027$0,5$00:00:04,439
ID = ID.ID<0>(<...>) --> ID = ID.ID.ID<0>(<...>)$1138$842$0,7398945518453427$0,7398945518453427$0,3333333333333333$00:00:04,483
ID = ID.ID<0>(EXPR) --> ID = ID.ID<0>(EXPR, EXPR)$525$318$0,6057142857142858$0,6057142857142858$0,25$00:00:07,738
