ID = ID<0>.ID(<...>) --> ID<0>.ID(<...>)$541$421$0,7781885397412199$0,7781885397412199$1,0$00:00:02,905
ID.ID(<...>) --> ID.ID()$6809$541$0,07945366426788075$0,07945366426788075$1,0$00:00:03,597
ID.ID() --> ID.ID(<...>)$7130$1023$0,14347826086956522$0,14347826086956522$1,0$00:00:02,554
if EXPR: --> if ID or ID:$37$37$1,0$1,0$1,0$00:00:03,099
return ID<0>.ID(EXPR) --> return ID<0>.ID(EXPR)$1139$1135$0,9964881474978051$0,9964881474978051$1,0$00:00:03,547
return ID --> return ID(<...>)$327$273$0,8348623853211009$0,8348623853211009$1,0$00:00:03,408
ID.ID(<...>) --> ID.ID.ID(<...>)$1750$1351$0,772$0,772$0,3333333333333333$00:00:02,823
ID = ID.ID<0>(<...>) --> ID.ID<0>(<...>)$353$300$0,8498583569405099$0,8498583569405099$1,0$00:00:03,671
ID<0>(<...>) --> ID.ID<0>(<...>)$625$465$0,744$0,744$1,0$00:00:02,566
ID<0>(EXPR) --> ID<0>(EXPR % (ID, ID.ID))$326$12$0,03680981595092025$0,03680981595092025$2,475860361475613E-4$00:00:03,039
if ID: --> if ID and ID(EXPR):$7$7$1,0$1,0$1,0$00:00:03,154
if ID<0>: --> if ID<0> or EXPR:$48$48$1,0$1,0$1,0$00:00:02,187
ID<0>.ID() --> ID<0>.ID(<...>)$6706$858$0,12794512376975842$0,12794512376975842$1,0$00:00:03,396
ID = ID.ID<0>(<...>) --> ID = ID.ID.ID<0>(<...>)$1138$999$0,8778558875219684$0,8778558875219684$1,0$00:00:03,870
ID = ID.ID<0>(EXPR) --> ID = ID.ID<0>(EXPR, EXPR)$525$522$0,9942857142857143$0,9942857142857143$0,3333333333333333$00:00:05,960
