ID<0>(0) --> sys.ID<0>(0)$6$5$0,8333333333333334$0,8333333333333334$1,0$00:00:03,848
ID<0>('Epoch %d' % epoch) --> ID<0>('Epoch %d out of %d' % (epoch, self.nb_epoch))$1$1$1,0$1,0$1,0$00:00:04,464
if ID: --> if ID and show("license"):$1$1$1,0$1,0$1,0$00:00:03,251
if ID<0>: --> if ID<0> or conf.settings['download_mirrors']:$1$1$1,0$1,0$1,0$00:00:03,368
ID<0>.to_gpu() --> ID<0>.to_device(device)$8$8$1,0$1,0$1,0$00:00:03,450
pg = p.ID<0>() --> pg = p.factory.ID<0>()$2$2$1,0$1,0$1,0$00:00:03,567
outcome = RunExecutor.ID<0>(self) --> outcome = RunExecutor.ID<0>(self, False)$2$2$1,0$1,0$1,0$00:00:04,079
return ID --> return LT$1972$1204$0,6105476673427992$0,6105476673427992$1,0$00:00:04,084
if ID: --> if ID and ID:$46$27$0,5869565217391305$0,5869565217391305$1,0$00:00:03,979
ID.ID(DOWN) --> ID.ID(DOWN)$75$75$1,0$1,0$1,0$00:00:03,663
return ID.ID --> return LT$83$66$0,7951807228915663$0,7951807228915663$1,0$00:00:04,099
self.ID.ID() --> self.ID.ID()$735$599$0,8149659863945579$0,8149659863945579$0,5$00:00:04,266
out = ID<0>.ID(response) --> ID<0>.ID(response)$8$8$1,0$1,0$1,0$00:00:03,705
return ID.ID(LT) --> return ID.ID(LT)$677$402$0,5937961595273265$0,5937961595273265$0,25$00:00:10,447
ID.ID.ID(LT) --> ID.ID.ID(LT)$2033$1366$0,6719134284308903$0,6719134284308903$1,0$00:00:06,115
if ID: --> if ID or ID:$33$16$0,48484848484848486$0,48484848484848486$1,0$00:00:03,504
ID<0>.ID(X_COLOR, Y_COLOR) --> ID<0>.ID(X_COLOR, Y_COLOR)$74$74$1,0$1,0$1,0$00:00:04,194
return self.ID --> return LT$47$39$0,8297872340425532$0,8297872340425532$1,0$00:00:03,621
self.ID(ID) --> self.blob_writer.ID(ID)$2$2$1,0$1,0$1,0$00:00:03,722
items = ID.ID<0>() --> ID.ID<0>()\nitems = rcol.items$5$5$1,0$1,0$1,0$00:00:03,660
ID<0>(0) --> ID.ID<0>(0)$8$7$0,875$0,875$0,5$00:00:04,632
ID<0>('Epoch %d' % ID) --> ID<0>('Epoch %d out of %d' % (ID, self.nb_epoch))$1$1$1,0$1,0$1,0$00:00:05,321
if ID: --> if ID and ID("license"):$1$1$1,0$1,0$1,0$00:00:03,365
if ID<0>: --> if ID<0> or ID.settings['download_mirrors']:$1$1$1,0$1,0$1,0$00:00:04,600
ID<0>.to_gpu() --> ID<0>.ID(device)$8$8$1,0$1,0$1,0$00:00:03,398
pg = p.ID<0>() --> pg = p.ID.ID<0>()$2$2$1,0$1,0$1,0$00:00:03,471
outcome = ID.ID<0>(self) --> outcome = ID.ID<0>(self, False)$2$2$1,0$1,0$1,0$00:00:04,305
return EXPR --> return EXPR$28046$16580$0,5911716465806176$0,829$1,0$00:00:03,716
if EXPR: --> if ID and ID:$47$28$0,5957446808510638$0,5957446808510638$0,5$00:00:03,742
ID.ID(<...>) --> ID.ID(<...>)$70532$17611$0,24968808484092328$0,88055$1,0$00:00:04,439
return ID.ID(<...>) --> return EXPR$6839$4783$0,6993712531071794$0,6993712531071794$1,0$00:00:03,827
ID.ID.ID(<...>) --> self.ID.ID()$788$613$0,7779187817258884$0,7779187817258884$0,05$00:00:04,532
ID = ID<0>.ID(<...>) --> ID<0>.ID(<...>)$541$230$0,42513863216266173$0,42513863216266173$0,3333333333333333$00:00:05,247
ID.ID(<...>) --> ID.ID()$6809$460$0,06755764429431635$0,06755764429431635$0,14285714285714285$00:00:05,099
ID.ID() --> ID.ID(<...>)$7130$825$0,11570827489481066$0,11570827489481066$1,0$00:00:04,336
if EXPR: --> if ID or ID:$37$16$0,43243243243243246$0,43243243243243246$1,0$00:00:03,873
return ID<0>.ID(EXPR) --> return ID<0>.ID(EXPR)$1139$748$0,6567164179104478$0,6567164179104478$0,5$00:00:08,030
return ID --> return ID(<...>)$327$202$0,617737003058104$0,617737003058104$1,0$00:00:04,262
ID.ID(<...>) --> ID.ID.ID(<...>)$1750$1097$0,6268571428571429$0,6268571428571429$0,5$00:00:05,597
ID = ID.ID<0>(<...>) --> ID.ID<0>(<...>)$353$173$0,49008498583569404$0,49008498583569404$0,3333333333333333$00:00:05,317
ID<0>(<...>) --> ID.ID<0>(<...>)$625$428$0,6848$0,6848$0,125$00:00:05,001
ID<0>(EXPR) --> ID<0>(EXPR % (ID, ID.ID))$326$34$0,10429447852760736$0,10429447852760736$0,0022727272727272726$00:00:04,373
if ID: --> if ID and ID(EXPR):$7$6$0,8571428571428571$0,8571428571428571$1,0$00:00:04,020
if ID<0>: --> if ID<0> or EXPR:$48$26$0,5416666666666666$0,5416666666666666$1,0$00:00:03,417
ID<0>.ID() --> ID<0>.ID(<...>)$6706$694$0,10348941246644795$0,10348941246644795$1,0$00:00:05,021
ID = ID.ID<0>(<...>) --> ID = ID.ID.ID<0>(<...>)$1138$842$0,7398945518453427$0,7398945518453427$0,16666666666666666$00:00:06,728
ID = ID.ID<0>(EXPR) --> ID = ID.ID<0>(EXPR, EXPR)$525$318$0,6057142857142858$0,6057142857142858$0,5$00:00:17,520
