return test --> return LT$1$0$0,0$0,0$0,0$00:00:00,601
self.stdscr.ID() --> self.stdscr.ID()$2$2$1,0$1,0$0,0196078431372549$00:00:00,632
out = ID<0>._handle_response(response) --> ID<0>._handle_response(response)$8$8$1,0$1,0$1,0$00:00:00,772
ID('Executed specified command via WMI') --> ID('{}:{} Executed command via WMIEXEC'.format(self.__win32Process.get_target(),settings.args.port))$1$1$1,0$1,0$1,0$00:00:01,031
ID("Creating table reference") --> ID("Creating table [unicode_test] reference")$1$0$0,0$0,0$0,0$00:00:00,735
if ID: --> if ID or tools_env_vars:$1$1$1,0$1,0$1,0$00:00:00,508
ID<0>.highlight_columns(X_COLOR, Y_COLOR) --> ID<0>.set_color_columns(X_COLOR, Y_COLOR)$35$0$0,0$0,0$0,0$00:00:00,992
return self.ID --> return None$10$0$0,0$0,0$0,0$00:00:00,657
self.blob_write(ID) --> self.blob_writer.write(ID)$2$2$1,0$1,0$1,0$00:00:00,763
items = rcol.ID<0>() --> rcol.ID<0>()\nitems = rcol.items$5$0$0,0$0,0$0,0$00:00:00,629
ID<0>(0) --> sys.ID<0>(0)$6$6$1,0$1,0$1,0$00:00:00,661
ID<0>('Epoch %d' % epoch) --> ID<0>('Epoch %d out of %d' % (epoch, self.nb_epoch))$1$1$1,0$1,0$1,0$00:00:00,982
if ID: --> if ID and show("license"):$1$1$1,0$1,0$0,016129032258064516$00:00:00,472
if ID<0>: --> if ID<0> or conf.settings['download_mirrors']:$1$0$0,0$0,0$0,0$00:00:00,633
ID<0>.to_gpu() --> ID<0>.to_device(device)$8$0$0,0$0,0$0,0$00:00:00,552
pg = p.ID<0>() --> pg = p.factory.ID<0>()$2$0$0,0$0,0$0,0$00:00:00,528
outcome = RunExecutor.ID<0>(self) --> outcome = RunExecutor.ID<0>(self, False)$2$2$1,0$1,0$1,0$00:00:00,693
return ID --> return LT$1972$1$5,070993914807302E-4$5,070993914807302E-4$0,012195121951219513$00:00:00,558
if ID: --> if ID and ID:$46$0$0,0$0,0$0,0$00:00:00,802
ID.ID(DOWN) --> ID.ID(DOWN)$75$2$0,02666666666666667$0,02666666666666667$1,0$00:00:01,138
return ID.ID --> return LT$83$0$0,0$0,0$0,0$00:00:00,653
self.ID.ID() --> self.ID.ID()$735$469$0,638095238095238$0,638095238095238$0,01$00:00:00,702
out = ID<0>.ID(response) --> ID<0>.ID(response)$8$8$1,0$1,0$0,2$00:00:00,723
return ID.ID(LT) --> return ID.ID(LT)$677$590$0,8714918759231906$0,8714918759231906$0,045454545454545456$00:00:01,602
ID.ID.ID(LT) --> ID.ID.ID(LT)$2033$1446$0,7112641416625677$0,7112641416625677$0,08333333333333333$00:00:01,449
if ID: --> if ID or ID:$33$1$0,030303030303030304$0,030303030303030304$0,0022123893805309734$00:00:00,737
ID<0>.ID(X_COLOR, Y_COLOR) --> ID<0>.ID(X_COLOR, Y_COLOR)$74$0$0,0$0,0$0,0$00:00:00,981
return self.ID --> return LT$47$0$0,0$0,0$0,0$00:00:00,832
self.ID(ID) --> self.blob_writer.ID(ID)$2$2$1,0$1,0$1,0$00:00:00,822
items = ID.ID<0>() --> ID.ID<0>()\nitems = rcol.items$5$5$1,0$1,0$0,0012121212121212121$00:00:00,782
ID<0>(0) --> ID.ID<0>(0)$8$0$0,0$0,0$0,0$00:00:01,053
ID<0>('Epoch %d' % ID) --> ID<0>('Epoch %d out of %d' % (ID, self.nb_epoch))$1$1$1,0$1,0$0,5$00:00:00,883
if ID: --> if ID and ID("license"):$1$1$1,0$1,0$0,001567398119122257$00:00:00,644
if ID<0>: --> if ID<0> or ID.settings['download_mirrors']:$1$0$0,0$0,0$0,0$00:00:00,750
ID<0>.to_gpu() --> ID<0>.ID(device)$8$7$0,875$0,875$0,5$00:00:00,673
pg = p.ID<0>() --> pg = p.ID.ID<0>()$2$0$0,0$0,0$0,0$00:00:00,616
outcome = ID.ID<0>(self) --> outcome = ID.ID<0>(self, False)$2$2$1,0$1,0$0,07142857142857142$00:00:00,852
return EXPR --> return EXPR$28046$2800$0,09983598374099693$0,56$0,5$00:00:00,645
if EXPR: --> if ID and ID:$47$0$0,0$0,0$0,0$00:00:00,806
while EXPR: <...> --> while EXPR: <...>$354$7$0,01977401129943503$0,01977401129943503$1,0$00:00:00,839
return ID.ID(<...>) --> return EXPR$6839$2255$0,32972656821172686$0,451$0,2$00:00:00,979
ID.ID.ID(<...>) --> self.ID.ID()$788$32$0,04060913705583756$0,04060913705583756$0,05555555555555555$00:00:01,046
ID = ID<0>.ID(<...>) --> ID<0>.ID(<...>)$541$120$0,22181146025878004$0,22181146025878004$0,013888888888888888$00:00:00,915
ID.ID(<...>) --> ID.ID()$6809$47$0,0069026288735497135$0,0094$0,09090909090909091$00:00:00,762
ID.ID() --> ID.ID(<...>)$7130$718$0,10070126227208977$0,1436$0,25$00:00:00,969
if EXPR: --> if ID or ID:$37$1$0,02702702702702703$0,02702702702702703$0,0020325203252032522$00:00:00,806
return ID<0>.ID(EXPR) --> return ID<0>.ID(EXPR)$1139$724$0,6356453028972783$0,6356453028972783$0,05263157894736842$00:00:01,330
return ID --> return ID(<...>)$327$0$0,0$0,0$0,0$00:00:00,873
ID.ID(<...>) --> ID.ID.ID(<...>)$1750$529$0,30228571428571427$0,30228571428571427$0,2$00:00:00,658
ID = ID.ID<0>(<...>) --> ID.ID<0>(<...>)$353$96$0,2719546742209632$0,2719546742209632$0,005050505050505051$00:00:00,654
ID<0>(<...>) --> ID.ID<0>(<...>)$625$4$0,0064$0,0064$0,003105590062111801$00:00:00,573
ID<0>(EXPR) --> ID<0>(EXPR % (ID, ID.ID))$326$0$0,0$0,0$0,0$00:00:00,618
if ID: --> if ID and ID(EXPR):$7$7$1,0$1,0$0,001876172607879925$00:00:00,645
if ID<0>: --> if ID<0> or EXPR:$48$3$0,0625$0,0625$0,07692307692307693$00:00:00,537
ID<0>.ID() --> ID<0>.ID(<...>)$6706$627$0,09349835967790039$0,1254$0,25$00:00:00,742
ID = ID.ID<0>(<...>) --> ID = ID.ID.ID<0>(<...>)$1138$351$0,3084358523725835$0,3084358523725835$0,05$00:00:00,885
ID = ID.ID<0>(EXPR) --> ID = ID.ID<0>(EXPR, EXPR)$525$194$0,36952380952380953$0,36952380952380953$0,015625$00:00:01,477
